유형 1,유형 2,유형 3,출제년도,출제월,출제학년,출제교육청,출제번호,문제번호,문제,문제지문,선지1,선지2,선지3,선지4,선지5,정답,모범해석,이미지URL
내용추론,내용일치/불일치,"실용문, 내용일치",2021,3월,고1,서울교육청,27,26,Spring Farm Camp에 관한 다음 안내문의 내용과 일치하지 않는 것은?,"Spring Farm Camp

Our one-day spring farm camp gives your kids true, hands-on farm experience.

When: Monday, April 19 - Friday, May 14
Time: 9 a.m. - 4 p.m.
Ages: 6 - 10
Participation Fee: $70 per person (lunch and snacks included)

Activities:
• making cheese from goat's milk
• picking strawberries
• making strawberry jam to take home

We are open rain or shine.
For more information, go to www.b_orchard.com.",① 6세 ~ 10세 어린이가 참가할 수 있다.,② 참가비에 점심과 간식이 포함되어 있다.,③ 염소젖으로 치즈를 만드는 활동을 한다.,④ 딸기잼을 만들어 집으로 가져갈 수 있다.,⑤ 비가 오면 운영하지 않는다.,⑤,"[해석] 봄 농장 캠프

우리의 일일 봄 농장 캠프는 여러분의 자녀에게 실제 직접 해 보는 농장 경험을 제공합니다.

기간: 4월 19일 월요일 ~ 5월 14일 금요일
시간: 오전 9시 ~ 오후 4시
나이: 6세 ~ 10세
참가비: 개인당 70달러 (점심과 간식 포함)

활동:
• 염소젖으로 치즈 만들기
• 딸기 따기
• 집으로 가져갈 딸기잼 만들기

날씨에 상관없이 운영합니다.
더 많은 정보를 원하시면 www.b_orchard.com에 접속하세요.",
내용추론,내용일치/불일치,"실용문, 내용일치",2021,3월,고1,서울교육청,28,27,Great Aquarium에 관한 다음 안내문의 내용과 일치하는 것은?,"Great Aquarium

Opening Hours: 10 a.m. - 6 p.m., daily
Last entry is at 5 p.m.

Events
Fish Feeding 10 a.m. - 11 a.m.
Penguin Feeding 1 p.m. - 2 p.m.

Ticket Prices
Age Price
Kids (12 and under) $25
Adults (20 - 59) $33
Teens (13 - 19)
Seniors (60 and above) $30
* Ticket holders will receive a free drink coupon.

Booking Tickets
• ALL visitors are required to book online.
• Booking will be accepted up to 1 hour before entry.",① 마지막 입장 시간은 오후 6시이다.,② 물고기 먹이 주기는 오후 1시에 시작한다.,③ 60세 이상의 티켓 가격은 33달러이다.,④ 티켓 소지자는 무료 음료 쿠폰을 받는다.,⑤ 예약은 입장 30분 전까지 가능하다.,④,"[해석] Great 수족관

개장 시간: 매일 오전 10시 ~ 오후 6시
마지막 입장은 오후 5시입니다.

행사
물고기 먹이 주기 오전 10시 ~ 오전 11시
펭귄 먹이 주기 오후 1시 ~ 오후 2시

티켓 가격
나이 가격
어린이(12세 이하) 25달러
성인(20세 ~ 59세) 33달러
십대(13세 ~ 19세)
노인(60세 이상) 30달러
* 티켓 소지자는 무료 음료 쿠폰을 받습니다.

티켓 예약
• '모든' 방문객은 온라인으로 예약해야 합니다.
• 예약은 입장 1시간 전까지 받습니다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2021,6월,고1,부산교육청,26,28,Lithops에 관한 다음 글의 내용과 일치하지 않는 것은?,"Lithops are plants that are often called ‘living stones’ on account of their unique rock-like appearance. They are native to the deserts of South Africa but commonly sold in garden centers and nurseries. Lithops grow well in compacted, sandy soil with little water and extreme hot temperatures. Lithops are small plants, rarely getting more than an inch above the soil surface and usually with only two leaves. The thick leaves resemble the cleft in an animal’s foot or just a pair of grayish brown stones gathered together. The plants have no true stem and much of the plant is underground. Their appearance has the effect of conserving moisture.
*cleft: 갈라진 틈",① 살아있는 돌로 불리는 식물이다.,② 원산지는 남아프리카 사막 지역이다.,③ 토양의 표면 위로 대개 1인치 이상 자란다.,④ 줄기가 없으며 땅속에 대부분 묻혀 있다.,⑤ 겉모양은 수분 보존 효과를 갖고 있다.,③,"[해석] Lithops는 독특한 바위 같은 겉모양 때문에 종종 '살아있는 돌'로 불리는 식물이다. 이것은 원산지가 남아프리카 사막이지만, 식물원과 종묘원에서 흔히 팔린다. Lithops는 수분이 거의 없는 빡빡한 모래 토양과 극히 높은 온도에서 잘 자란다. Lithops는 작은 식물로, 토양의 표면 위로 1인치 이상 거의 자라지 않고 보통 단 두 개의 잎을 가지고 있다. 두꺼운 잎은 동물 발의 갈라진 틈이나 함께 모여있는 한 쌍의 회갈색 빛을 띠는 돌과 닮았다. 이 식물은 실제 줄기는 없고 식물의 대부분이 땅속에 묻혀있다. 겉모양은 수분을 보존하는 효과를 가지고 있다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2021,6월,고1,부산교육청,27,29,"""Go Green"" Writing Contest에 관한 다음 안내문의 내용과 일치하지 않는 것은?","""Go Green"" Writing Contest

Share your talents & conserve the environment

□ Main Topic: Save the Environment

□ Writing Categories
• Slogan
• Poem
• Essay

□ Requirements:
• Participants: High school students
• Participate in one of the above categories (only one entry per participant)

□ Deadline: July 5th, 2021
• Email your work to apply@gogreen.com.

□ Prize for Each Category
• 1st place: $80 • 2nd place: $60 • 3rd place: $40

□ The winners will be announced only on the website on July 15th, 2021. No personal contact will be made.

□ For more information, visit www.gogreen.com.",① 대회 주제는 환경 보호이다.,② 참가자는 한 부문에만 참가해야 한다.,③ 마감 기한은 7월 5일이다.,④ 작품은 이메일로 제출해야 한다.,⑤ 수상자는 개별적으로 연락받는다.,⑤,"[해석] ""Go Green"" Writing Contest

여러분의 재능을 나누라 & 환경을 보존하라

□ 주제: 환경을 지켜라

□ 글쓰기 부문
• 슬로건
• 시
• 에세이

□ 요구 사항:
• 참가자: 고등학생
• 위 글쓰기 부문 중 하나에 참가하시오 (참가자 일 인당 한 작품)

□ 마감 기한: 2021년 7월 5일
• apply@gogreen.com으로 작품을 보내시오.

□ 부문별 상금
• 1등: $80 • 2등: $60 • 3등: $40

□ 수상자는 2021년 7월 15일에 웹 사이트에서만 공지될 예정입니다. 개별 연락은 없을 것입니다.

□ 추가 정보를 원한다면, www.gogreen.com을 방문하시오.",
내용추론,내용일치/불일치,"실용문, 내용일치",2021,6월,고1,부산교육청,28,30,Virtual Idea Exchange에 관한 다음 안내문의 내용과 일치하는 것은?,"Virtual Idea Exchange

Connect in real time and have discussions about the upcoming school festival.

□ Goal
• Plan the school festival and share ideas for it.

□ Participants: Club leaders only

□ What to Discuss
• Themes
• Ticket sales
• Budget

□ Date & Time: 5 to 7 p.m. on Friday, June 25th, 2021

□ Notes
• Get the access link by text message 10 minutes before the meeting and click it.
• Type your real name when you enter the chatroom.",① 동아리 회원이라면 누구나 참여 가능하다.,② 티켓 판매는 논의 대상에서 제외된다.,③ 회의는 3시간 동안 열린다.,④ 접속 링크를 문자로 받는다.,⑤ 채팅방 입장 시 동아리명으로 참여해야 한다.,④,"[해석] Virtual Idea Exchange

실시간으로 접속하여 다가오는 학교 축제에 관해 토론하시오.

□ 목표
• 학교 축제를 계획하고 아이디어를 공유하시오.

□ 참가자: 동아리장만

□ 토론 내용
• 주제
• 티켓 판매
• 예산

□ 날짜 & 시간: 2021년 6월 25일 금요일 오후 5시~ 7시

□ 참고사항
• 회의 10분 전에 문자 메시지로 전송되는 접속 링크를 받아서 클릭하시오.
• 대화방에 들어올 때 실명을 입력하시오.",
내용추론,내용일치/불일치,"실용문, 내용일치",2021,9월,고1,인천교육청,26,31,Paul Laurence Dunbar에 관한 다음 글의 내용과 일치하지 않는 것은?,"Paul Laurence Dunbar, an African-American poet, was born on June 27, 1872. By the age of fourteen, Dunbar had poems published in the Dayton Herald. While in high school he edited his high school newspaper. Despite being a fine student, Dunbar was financially unable to attend college and took a job as an elevator operator. In 1893, Dunbar published his first book, Oak and Ivy, at his own expense. In 1895, he published the second book, Majors and Minors, which brought him national and international recognition. The poems written in standard English were called ""majors,"" and those in dialect were termed ""minors."" Although the ""major"" poems in standard English outnumber those written in dialect, it was the dialect poems that brought Dunbar the most attention.",① 14세쯤에 Dayton Herald에 시를 발표했다.,② 고등학교 재학 시 학교 신문을 편집했다.,③ 재정상의 이유로 대학에 진학하지 못했다.,④ 두 번째 출판한 책으로 국내외에서 인정받게 되었다.,⑤ 표준 영어로 쓴 시들로 가장 큰 주목을 받았다.,⑤,"[해석] Paul Laurence Dunbar, 아프리카계 미국인 시인, 은 1872년 6월 27일에 태어났다. 14세쯤에 Dunbar는 Dayton Herald에 시를 발표했다. 고등학교 재학 시 그는 학교 신문을 편집했다. 훌륭한 학생이었음에도 불구하고 Dunbar는 재정상 대학에 갈 수 없었고 엘리베이터 운전자로서의 직업을 가졌다. 1893년 Dunbar는 자신의 첫 번째 책인 Oak and Ivy를 자신의 비용으로 출판했다. 1895년, 그는 두 번째 책인 Majors and Minors를 출판했고, 이것은 그에게 국내외의 인정을 가져다주었다. 표준 영어로 쓴 시들은 ""majors"" 이라고 불렸고, 방언으로 쓴 시는 ""minors""라고 불렸다. ""majors"" 시들이 방언으로 쓴 시들보다 많지만, Dunbar에게 가장 큰 주목을 받게 해 준 것은 방언으로 쓴 시들이었다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2021,9월,고1,인천교육청,27,32,Premier Reading Challenge에 관한 다음 안내문의 내용과 일치하지 않는 것은?,"Premier Reading Challenge

This is not a competition, but rather a challenge to inspire students with the love of reading.

• Participants
‐ Students from 6th grade to 9th grade

• Dates
‐ From June 1st to December 31st

• Challenge
- Each student in 6th and 7th grade must read 15 books.
- Each student in 8th and 9th grade must read 20 books.

• Prize
- A bookmark for every participant
- A Certificate of Achievement for students who complete the challenge

• Registration
‐ Online only ― www.edu.prc.com

※ For more information, see the school librarian or visit the website above.",① 6학년부터 9학년까지의 학생들을 대상으로 한다.,② 6월부터 5개월간 진행되는 행사이다.,③ 7학년의 도전과제는 15권의 책을 읽는 것이다.,④ 모든 참가자는 책갈피를 받는다.,⑤ 온라인으로만 등록할 수 있다.,②,"[해석] Premier Reading Challenge

이것은 경쟁하는 대회가 아니고, 학생들이 독서에 대한 사랑을 가지도록 영감을 주기 위한 도전과제입니다.

• 참가자들
- 6학년부터 9학년까지의 학생들

• 날짜
- 6월 1일부터 12월 31일까지

• 도전 과제
- 6학년과 7학년 개별 학생은 15권의 책을 읽어야 합니다.
- 8학년과 9학년 개별 학생은 20권의 책을 읽어야 합니다.

• 상품
- 모든 참가자들에게 책갈피
- 도전과제를 완수한 학생들에게 수료증

• 등록
- 오직 온라인으로만 ― www.edu.prc.com

※ 더 많은 정보를 위해, 학교 도서관 사서를 만나거나 위에 있는 웹 사이트를 방문하세요.",
내용추론,내용일치/불일치,"실용문, 내용일치",2021,9월,고1,인천교육청,28,33,Wolf Howls in Algonquin Park에 관한 다음 안내문의 내용과 일치하는 것은?,"Wolf Howls in Algonquin Park

Wolf Howls in Algonquin Park is offering you a once-in-a-lifetime experience tonight! Don't miss the chance to hear the wolves communicate with our staff.

When & Where
• 8 p.m. Wednesday, August 25th, 2021
(Only if the weather permits and a wolf pack is nearby.)
• Meet our staff at the outdoor theater and travel with them to the wolf howling location.

Fee
• $18.00 per person (Free for Ontario residents 65 and older)

Note
• Dress warmly for this special program which will last longer than three hours.
• No dogs are allowed during the event.
• If there are less than 5 people for the event, it will be cancelled.

※ Visit our website at www.algonquinpark.on for more information.",① 날씨에 상관없이 진행된다.,② Ontario 거주자 모두에게 무료이다.,③ 소요 시간은 3시간 미만이다.,④ 행사 내내 반려견을 동반할 수 있다.,⑤ 참가자 수에 따라 취소될 수 있다.,⑤,"[해석] Wolf Howls in Algonquin Park

Wolf Howls in Algonquin Park는 오늘밤 당신에게 평생 한 번 밖에 없을만한 경험을 선사합니다! 늑대들이 우리 직원과 나누는 대화를 들을 기회를 놓치지 마세요.

언제&어디에서
• 2021년 8월 25일 수요일 오후 8시
(날씨가 허락하고 늑대 무리가 근처에 있을 때만 가능)
• 야외극장에서 직원을 만나서 늑대울음 장소까지 그들과 함께 오세요.

이용요금
• 1인당 18달러(65세 이상 Ontario 거주자는 무료)

공지
• 3시간 이상 진행되는 프로그램을 위해 옷을 따뜻하게 입으세요.
• 행사 내내 반려견을 동반할 수 없습니다.
• 행사에 5인 미만 신청 시, 취소됩니다.

※ 더 많은 정보를 원하시면, 우리 웹 사이트 www.algonquinpark.on에 방문하세요.",
내용추론,내용일치/불일치,"실용문, 내용일치",2021,11월,고1,경기도교육청,26,34,Bessie Coleman에 관한 다음 글의 내용과 일치하지 않는 것은?,"Bessie Coleman was born in Texas in 1892. When she was eleven, she was told that the Wright brothers had flown their first plane. Since that moment, she dreamed about the day she would soar through the sky. At the age of 23, Coleman moved to Chicago, where she worked at a restaurant to save money for flying lessons. However, she had to travel to Paris to take flying lessons because American flight schools at the time admitted neither women nor Black people. In 1921, she finally became the first Black woman to earn an international pilot's license. She also studied flying acrobatics in Europe and made her first appearance in an airshow in New York in 1922. As a female pioneer of flight, she inspired the next generation to pursue their dreams of flying.

*flying acrobatics: 곡예 비행",① 11살 때 Wright 형제의 첫 비행 소식을 들었다.,② 비행 수업을 듣기 위해 파리로 가야 했다.,③ 국제 조종사 면허를 딴 최초의 흑인 여성이 되었다.,④ 유럽에서 에어쇼에 첫 출현을 했다.,⑤ 다음 세대가 비행의 꿈을 추구하도록 영감을 주었다.,④,[해석] Bessie Coleman은 1892년에 텍사스에서 태어났다. 그녀가 11살이었을 때 그녀는 Wright 형제가 그들의 첫 비행을 했다는 것을 들었다. 그때부터 그녀는 자신이 하늘을 높이 날아오르는 그 날을 꿈꿨다. 23살 때 Coleman은 시카고로 이사했고 그곳에서 비행 수업을 위한 돈을 모으기 위해 식당에서 일했다. 그러나 그 당시 미국 비행 학교가 여성이나 흑인의 입학을 허가하지 않았기 때문에 그녀는 비행 수업을 듣기 위해 파리로 가야 했다. 1921년에 그녀는 마침내 국제 조종사 면허를 딴 최초의 흑인 여성이 되었다. 그녀는 또한 유럽에서 곡예 비행을 공부했고 1922년에 뉴욕의 에어쇼에 그녀의 첫 출현을 했다. 여성 비행 개척자로서 그녀는 다음 세대가 그들의 비행의 꿈을 추구하도록 영감을 주었다.,
내용추론,내용일치/불일치,"실용문, 내용일치",2021,11월,고1,경기도교육청,27,35,2021 Camptonville Nature Photo Contest에 관한 다음 안내문의 내용과 일치하지 않는 것은?,"2021 Camptonville Nature Photo Contest

This is the fourth year of the annual Camptonville Nature Photo Contest. You can show the beauty of nature in Camptonville by sharing your most amazing photos!

Submission
- Upload a maximum of 20 photos onto our website www.camptonvillephotocontest.org.
- Deadline is December 1.

Prizes
• 1st Place: $500 • 2nd Place: $200 • 3rd Place: $100
(Winners will be posted on our website on December 31.)

Details
- All winning photos will be exhibited at City Hall.
- Please contact us at 122-861-3971 for further information.",① 매년 열리는 대회이며 올해가 네 번째이다.,② 최대 20장의 사진을 이메일로 제출해야 한다.,③ 제출 마감 기한은 12월 1일이다.,④ 수상자는 웹 사이트에 게시될 것이다.,⑤ 모든 수상작은 시청에 전시될 것이다.,②,"[해석] 2021 Camptonville 자연 사진 콘테스트

이번이 매년 열리는 Camptonville 자연 사진 콘테스트의 네 번째 해입니다. 여러분은 자신의 가장 멋진 사진을 공유함으로써 Camptonville의 자연의 아름다움을 보여 줄 수 있습니다!

제출
- 최대 20장의 사진을 우리 웹 사이트 www.camptonvillephotocontest.org에 업로드하십시오.
- 마감 기한은 12월 1일입니다.

상
• 1위: $500 • 2위: $200 • 3위: $100
(수상자는 12월 31일에 우리 웹 사이트에 게시될 것입니다.)

세부 사항
- 모든 수상작은 시청에 전시될 것입니다.
- 더 많은 정보를 위해서 122-861-3971로 연락 주십시오.",
내용추론,내용일치/불일치,"실용문, 내용일치",2021,11월,고1,경기도교육청,28,36,Willow Valley Hot Air Balloon Ride에 관한 다음 안내문의 내용과 일치하는 것은?,"Willow Valley Hot Air Balloon Ride

Enjoy the best views of Willow Valley from the sky with our hot air balloon ride!

• Capacity : up to 8 people including a pilot

• Time Schedule
Spring & Summer (from April to September): 5:00 a.m. - 7:00 a.m.
Autumn & Winter (from October to March): 6:00 a.m. - 8:00 a.m.
※ Duration of Flight: about 1 hour

• Fee : $150 per person (insurance not included)

• Note
- Reservations are required and must be made online.
- You can get a full refund up to 24 hours in advance.
- Visit www.willowvalleyballoon.com for more information.",① 조종사를 제외하고 8인까지 탈 수 있다.,② 여름에는 오전 6시에 시작한다.,③ 요금에 보험이 포함되어 있다.,④ 예약은 온라인으로 해야 한다.,⑤ 환불은 예외 없이 불가능하다.,④,"[해석] Willow Valley 열기구 탑승

우리의 열기구를 타고 하늘에서 Willow Valley의 최고의 풍경을 즐겨보세요!

• 정원 : 조종사 포함 8인까지

• 시간 일정표
봄 & 여름 (4월부터 9월까지): 오전 5시 - 오전 7시
가을 & 겨울 (10월부터 3월까지): 오전 6시 - 오전 8시
※ 비행 시간: 약 1시간

• 요금 : 인당 $150 (보험은 포함되지 않음)

• 공지사항
- 예약은 필수이며 온라인으로 이뤄져야 합니다.
- 여러분은 24시간 전까지는 전액 환불을 받을 수 있습니다.
- 더 많은 정보를 위해서 www.willowvalleyballoon.com을 방문해 주십시오.",
내용추론,내용일치/불일치,"실용문, 내용일치",2020,3월,고1,서울교육청,26,37,Ellen Church에 관한 다음 글의 내용과 일치하지 않는 것은?,"Ellen Church was born in Iowa in 1904. After graduating from Cresco High School, she studied nursing and worked as a nurse in San Francisco. She suggested to Boeing Air Transport that nurses should take care of passengers during flights because most people were frightened of flying. In 1930, she became the first female flight attendant in the U.S. and worked on a Boeing 80A from Oakland, California to Chicago, Illinois. Unfortunately, a car accident injury forced her to end her career after only eighteen months. Church started nursing again at Milwaukee County Hospital after she graduated from the University of Minnesota with a degree in nursing education. During World War II, she served as a captain in the Army Nurse Corps and received an Air Medal. Ellen Church Field Airport in her hometown, Cresco, was named after her.",① San Francisco에서 간호사로 일했다.,② 간호사가 비행 중에 승객을 돌봐야 한다고 제안했다.,③ 미국 최초의 여성 비행기 승무원이 되었다.,④ 자동차 사고로 다쳤지만 비행기 승무원 생활을 계속했다.,⑤ 고향인 Cresco에 그녀의 이름을 따서 붙인 공항이 있다.,④,"[해석] Ellen Church는 1904년에 Iowa에서 태어났다. Cresco 고등학교를 졸업한 후, 그녀는 간호학을 공부했고 San Francisco에서 간호사로 일했다. 그녀는 대부분의 사람이 비행을 무서워하기 때문에 간호사가 비행 중에 승객을 돌봐야 한다고 Boeing Air Transport에 제안했다. 1930년에 그녀는 미국 최초의 여성 비행기 승무원이 되어 California 주 Oakland에서 Illinois 주 Chicago까지 Boeing 80A를 타고 근무했다. 불행하게도, 자동차 사고 부상으로 그녀는 겨우 18개월 후에 일을 그만두어야 했다. Church는 간호 교육학 학위를 받으며 Minnesota 대학을 졸업한 후 Milwaukee County 병원에서 다시 간호사 일을 시작했다. 제2차 세계대전 중 육군 간호 부대에서 대위로 복무했고 항공 훈장을 받았다. 그녀의 고향인 Cresco에 있는 Ellen Church Field 공항은 그녀의 이름을 따서 붙였다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2020,3월,고1,서울교육청,27,38,Science Selfie Competition에 관한 다음 안내문의 내용과 일치하지 않는 것은?,"Science Selfie Competition

For a chance to win science goodies, just submit a selfie of yourself enjoying science outside of school!

Deadline: Friday, March 20, 2020, 6 p.m.

Details:
• Your selfie should include a visit to any science museum or a science activity at home.
• Be as creative as you like, and write one short sentence about the selfie.
• Only one entry per person!
• Email your selfie with your name and class to mclara@oldfold.edu.

Winners will be announced on March 27, 2020.

Please visit www.oldfold.edu to learn more about the competition",① 학교 밖에서 과학을 즐기는 셀카 사진을 출품한다.,② 셀카 사진에 관한 하나의 짧은 문장을 써야 한다.,③ 1인당 사진 여러 장을 출품할 수 있다.,④ 셀카 사진을 이름 및 소속 학급과 함께 이메일로 보내야 한다.,⑤ 수상자는 2020년 3월 27일에 발표될 것이다.,③,"[해석] 과학 셀카 사진 대회

상으로 좋은 과학 용품을 받을 기회를 얻으려면, 학교 밖에서 과학을 즐기는 자신의 셀카 사진을 출품하기만 하면 됩니다!

마감 기한: 2020년 3월 20일 금요일 오후 6시

세부 사항:
• 셀카 사진에는 과학 박물관 방문이나 집에서 하는 과학 활동이 포함되어야 합니다.
• 마음껏 창의력을 발휘하고, 셀카 사진에 관한 하나의 짧은 문장을 쓰세요.
• 1인당 한 장의 출품작만!
• 셀카 사진을 이름 및 소속 학급과 함께 mclara@oldfold.edu로 이메일로 보내세요.

수상자는 2020년 3월 27일에 발표될 것입니다.

대회에 대해 더 자세히 알아보려면 www.oldfold.edu를 방문하세요.",
내용추론,내용일치/불일치,"실용문, 내용일치",2020,3월,고1,서울교육청,28,39,Toy & Gift Warehouse Sale에 관한 다음 안내문의 내용과 일치하는 것은?,"Toy & Gift Warehouse Sale

at Wilson Square from April 3 to April 16

We carry items that are in stock at bigger retailers for a cheaper price. You can expect to find toys for children from birth to teens. Ten toy companies will participate in the sale.

Wednesday – Friday: 10 a.m. – 6 p.m.
Saturday & Sunday: 11 a.m. – 5 p.m.
Closed on Monday & Tuesday

Returns must be made within one week of purchase.

For more information, please visit us at www.poptoy.com",① 4월 16일부터 시작된다.,② 십 대를 위한 장난감은 판매하지 않는다.,③ 스무 개의 장난감 회사가 참여한다.,④ 월요일과 화요일에는 운영되지 않는다.,⑤ 반품은 구입 후 2주간 가능하다.,④,"[해석] 장난감과 선물 창고 세일

Wilson Square에서 4월 3일부터 4월 16일까지

우리는 더 큰 소매상에 재고로 있는 품목들을 더 싼 가격에 취급합니다. 여러분은 신생아부터 십 대까지 어린이를 위한 장난감을 찾아볼 수 있습니다. 열 개의 장난감 회사가 이 판매에 참여할 것입니다.

수요일 ~ 금요일: 오전 10시 ~ 오후 6시
토요일과 일요일: 오전 11시 ~ 오후 5시
월요일과 화요일에는 운영되지 않음

반품은 구입 후 1주일 이내에 하셔야 합니다.

더 많은 정보를 원하시면, www.poptoy.com을 방문하십시오.",
내용추론,내용일치/불일치,"실용문, 내용일치",2020,6월,고1,부산교육청,26,40,Sigrid Undset에 관한 다음 글의 내용과 일치하지 않는 것은?,"Sigrid Undset was born on May 20, 1882, in Kalundborg, Denmark. She was the eldest of three daughters. She moved to Norway at the age of two. Her early life was strongly influenced by her father's historical knowledge. At the age of sixteen, she got a job at an engineering company to support her family. She read a lot, acquiring a good knowledge of Nordic as well as foreign literature, English in particular. She wrote thirty six books. None of her books leaves the reader unconcerned. She received the Nobel Prize for Literature in 1928. One of her novels has been translated into more than eighty languages. She escaped Norway during the German occupation, but she returned after the end of World War Ⅱ.

*Nordic: 북유럽 사람(의)",① 세 자매 중 첫째 딸로 태어났다.,② 어린 시절의 삶은 아버지의 역사적 지식에 큰 영향을 받았다.,③ 16세에 가족을 부양하기 위해 취업하였다.,④ 1928년에 노벨 문학상을 수상하였다.,"⑤ 독일 점령 기간 중 노르웨이를 탈출한 후, 다시 돌아오지 않았다.",⑤,"[해석] Sigrid Undset은 1882년 5월 20일 덴마크의 Kalundborg에서 태어났다. 그녀는 세 자매 중 첫째 딸이었다. 그녀는 2살에 노르웨이로 이주하였다. 그녀의 어린 시절은 아버지의 역사적 지식에 크게 영향을 받았다. 그녀는 16세에 가족을 부양하기 위해 기술 회사에 취업을 하였다. 그녀는 책을 많이 읽었고, 외국 문학, 특히 영국 문학 뿐만 아니라, 북유럽 문학에 관한 상당한 지식을 습득하였다. 그녀는 36권의 책을 집필하였다. 독자의 관심을 끌지 못한 책은 없다. 1928년에 그녀는 노벨 문학상을 수상하였다. 그녀의 소설 중 한 권은 80개 이상의 언어로 번역되었다. 그녀는 독일 점령 기간 중 노르웨이를 떠났으나, 2차 세계대전이 종료된 후 돌아왔다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2020,6월,고1,부산교육청,27,41,Swimming Summer Camp 2020에 관한 다음 안내문의 내용과 일치하지 않는 것은?,"Swimming Summer Camp 2020

Great opportunity to learn basic swimming techniques with certified swimming coaches!

PARTICIPANTS & PERIOD
• Age 16 - 18 years
• July 27 - 31 (Monday – Friday)

DAILY SCHEDULE
11:00 a.m. - 12:00 p.m. Swimming Lesson
12:30 p.m. - 13:30 p.m. Lunch

PRICE
• $30 (lunch included)
※ A free swimming cap will be provided to all participants.

REGISTRATION
• Online only: www.friendlycoaches.ca",① 기본적인 수영 기법을 배울 수 있다.,② 오전 11시부터 수영 강습이 시작된다.,③ 요금에는 점심 식사비가 포함되어 있다.,④ 수영모가 모든 참가자에게 무료로 제공된다.,⑤ 등록을 위해 직접 방문해야 한다.,⑤,"[해석] Swimming Summer Camp 2020

검증된 수영 코치들과 함께 기본적인 수영 기법들을 배울 수 있는 훌륭한 기회!

참가자와 시기
• 16세에서 18세까지
• 7월 27일부터 31일까지 (월요일부터 금요일까지)

일정
오전 11:00 ― 오후 12:00 수영 강습
오후 12:30 ― 오후 13:30 점심 식사

가격
• 30달러 (점심 식사 포함)
※ 무료 수영모가 모든 참가자들에게 제공될 것이다.

등록
• 온라인을 통해서만: www.friendlycoaches.ca

[해설] 홈페이지 주소와 함께 온라인을 통해 등록이 됨을 안내하고 있으므로 직접 방문해야 한다는 ⑤가 안내문의 내용과 일치하지 않는다.",
내용추론,내용일치/불일치,"실용문, 내용일치",2020,6월,고1,부산교육청,28,42,Rode Farmers Market에 관한 다음 안내문의 내용과 일치하는 것은?,"Rode Farmers Market

This lively market is held every Saturday in July from 9:00 a.m. until 11:30 a.m.

Where   What to Do
Open Garden   Buy Local Organic Food
Picnic Area   Enjoy Fun Family Events and Local Music
Farmers' House   Learn Basic Farming Techniques

◈ In case of rain, some events may be cancelled.

Location
Village of Scholar Green on A34, Cheshire
◈ Free Parking",① 7월 매주 토요일 오후에 열린다.,② Open Garden에서 외국 음식을 구입할 수 있다.,③ Farmers' House에서 고급 농업 기술을 배울 수 있다.,④ 우천 시 몇몇 행사가 취소될 수 있다.,⑤ 주차 요금을 지불해야 한다.,④,"[해석] Rode Farmers Market

이 생동감 넘치는 시장은 7월 매주 토요일 오전 9시부터 11시 30분까지 열립니다.

장소   할 것
Open Garden   지역 유기농 음식을 구입하세요
Picnic Area   즐거운 가족 행사와 지역 음악을 즐기세요
Farmers' House   기본적인 농사 기법을 배우세요

◈ 우천 시 몇몇 행사가 취소될 수 있습니다.

위치
Village of Scholar Green on A34, Cheshire
◈ 무료 주차

[해설] ④가 안내문의 내용과 일치한다.",
